title,Average rating
Crossroads (2002),2.8333333333333335
Legion (2010),2.8333333333333335
Insurgent (2015),2.8333333333333335
Battle: Los Angeles (2011),2.8333333333333335
D2: The Mighty Ducks (1994),2.8333333333333335
Brewster's Millions (1985),2.8333333333333335
Whip It (2009),2.8333333333333335
"Exorcism of Emily Rose, The (2005)",2.8333333333333335
"Giver, The (2014)",2.8333333333333335
Raising Helen (2004),2.8333333333333335
Joe's Apartment (1996),2.8333333333333335
Green Lantern (2011),2.8333333333333335
Lake Placid (1999),2.8333333333333335
This Means War (2012),2.8333333333333335
Eight Below (2006),2.8333333333333335
Road House (1989),2.8333333333333335
Er ist wieder da (2015),2.8333333333333335
Dunston Checks In (1996),2.8333333333333335
Made of Honor (2008),2.8333333333333335
"Blob, The (1988)",2.8333333333333335
Star Trek: Nemesis (2002),2.8333333333333335
Dark Shadows (2012),2.8333333333333335
Pollyanna (1960),2.8333333333333335
Four Christmases (2008),2.8333333333333335
"Shaggy Dog, The (1959)",2.8333333333333335
Rumor Has It... (2005),2.8333333333333335
Dirty Grandpa (2016),2.8333333333333335
Knowing (2009),2.8333333333333335
Waltz with Bashir (Vals im Bashir) (2008),2.8333333333333335
Kong: Skull Island (2017),2.8333333333333335
"Juror, The (1996)",2.8181818181818183
Virtuosity (1995),2.8181818181818183
Fantastic Four (2005),2.8125
Evan Almighty (2007),2.8125
Road Trip (2000),2.8076923076923075
Shrek the Third (2007),2.8076923076923075
Beverly Hills Cop III (1994),2.8055555555555554
Liar Liar (1997),2.8026315789473686
Transcendence (2014),2.8
P.S. I Love You (2007),2.8
"Shadow, The (1994)",2.8
Murder by Numbers (2002),2.8
Who's Harry Crumb? (1989),2.8
"Watch, The (2012)",2.8
Blues Brothers 2000 (1998),2.8
"Polar Express, The (2004)",2.8
European Vacation (aka National Lampoon's European Vacation) (1985),2.8
20 Dates (1998),2.8
Lord of Illusions (1995),2.8
"Cable Guy, The (1996)",2.8
Lawnmower Man 2: Beyond Cyberspace (1996),2.8
Lara Croft Tomb Raider: The Cradle of Life (2003),2.8
"Apple Dumpling Gang, The (1975)",2.8
End of Days (1999),2.8
Michael Collins (1996),2.8
Alice in Wonderland (2010),2.8
Krippendorf's Tribe (1998),2.8
Melancholia (2011),2.8
Black Beauty (1994),2.8
Robin Hood: Prince of Thieves (1991),2.7916666666666665
U.S. Marshals (1998),2.7916666666666665
"Devil's Own, The (1997)",2.7857142857142856
Look Who's Talking (1989),2.7857142857142856
Escape from the Planet of the Apes (1971),2.7857142857142856
Saw II (2005),2.7857142857142856
"Opposite of Sex, The (1998)",2.7857142857142856
American Hustle (2013),2.7857142857142856
Absolute Power (1997),2.7857142857142856
"Dude, Where's My Car? (2000)",2.78125
"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",2.78125
Alien: Resurrection (1997),2.78
"Golden Compass, The (2007)",2.7777777777777777
"Beverly Hillbillies, The (1993)",2.7777777777777777
Mr. Deeds (2002),2.7777777777777777
"Honey, I Shrunk the Kids (1989)",2.776315789473684
Forever Young (1992),2.769230769230769
Charlie's Angels (2000),2.769230769230769
Star Trek: Insurrection (1998),2.769230769230769
Babe: Pig in the City (1998),2.7666666666666666
Casper (1995),2.757142857142857
Ace Ventura: When Nature Calls (1995),2.7551020408163267
I'll Do Anything (1994),2.75
Inventing the Abbotts (1997),2.75
Mr. Mom (1983),2.75
Hotel Transylvania 2 (2015),2.75
Child's Play (1988),2.75
Holy Man (1998),2.75
Calendar Girls (2003),2.75
The Great Raid (2005),2.75
Saving Silverman (Evil Woman) (2001),2.75
"Fast Five (Fast and the Furious 5, The) (2011)",2.75
Novocaine (2001),2.75
"Hunted, The (1995)",2.75
Ali (2001),2.75
Money Train (1995),2.75
Caveman (1981),2.75
The Purge: Election Year (2016),2.75
Chef (2014),2.75
Wolf Creek (2005),2.75
Evangelion: 3.0 You Can (Not) Redo (2012),2.75
The Falcon and the Snowman (1985),2.75
"New Guy, The (2002)",2.75
Eddie (1996),2.75
Safe (1995),2.75
"Rules of Attraction, The (2002)",2.75
Higher Learning (1995),2.75
"Goofy Movie, A (1995)",2.75
Silent Hill (2006),2.75
Surviving Christmas (2004),2.75
Blown Away (1994),2.75
Down with Love (2003),2.75
Possession (2002),2.75
Color of Night (1994),2.75
Manchester by the Sea (2016),2.75
Stick It (2006),2.75
What Happens in Vegas... (2008),2.75
Unknown (2006),2.75
It's Complicated (2009),2.75
Mortal Kombat: Annihilation (1997),2.75
One True Thing (1998),2.75
"Skeleton Key, The (2005)",2.75
Journey to the Center of the Earth (1959),2.75
"Three Musketeers, The (2011)",2.75
Gung Ho (1986),2.75
Max Keeble's Big Move (2001),2.75
"Last Airbender, The (2010)",2.75
Punisher: War Zone (2008),2.75
Alice Through the Looking Glass (2016),2.75
Tristan & Isolde (2006),2.75
Sid and Nancy (1986),2.75
"Evening with Kevin Smith 2: Evening Harder, An (2006)",2.75
The Drop (2014),2.75
House of 1000 Corpses (2003),2.75
Armed and Dangerous (1986),2.75
Boat Trip (2003),2.75
Pecker (1998),2.75
"6th Day, The (2000)",2.75
Twisted (2004),2.75
Exorcist: The Beginning (2004),2.75
Michael (1996),2.75
Cheaper by the Dozen (2003),2.75
White Chicks (2004),2.75
Return to Oz (1985),2.75
Gummo (1997),2.75
Van Helsing (2004),2.75
Balls of Fury (2007),2.75
Ferngully: The Last Rainforest (1992),2.75
"Exorcist III, The (1990)",2.75
Child's Play 3 (1991),2.75
Exit Wounds (2001),2.75
Nothing But Trouble (1991),2.75
RoboCop (2014),2.75
"Crow: Salvation, The (2000)",2.75
16 Blocks (2006),2.75
Popstar: Never Stop Never Stopping (2016),2.75
Funny Bones (1995),2.75
"Rocker, The (2008)",2.75
"Sound of Thunder, A (2005)",2.75
Friday After Next (2002),2.75
Little Giants (1994),2.75
"Glass House, The (2001)",2.75
Space Jam (1996),2.75
Fantastic Voyage (1966),2.75
"Replacement Killers, The (1998)",2.75
Taking Woodstock (2009),2.75
Tears of the Sun (2003),2.75
American Reunion (American Pie 4) (2012),2.75
"Way of the Gun, The (2000)",2.75
Hide and Seek (2005),2.75
Jade (1995),2.75
Simon Birch (1998),2.75
Sahara (2005),2.75
Stealth (2005),2.75
Star Trek V: The Final Frontier (1989),2.75
Inside Llewyn Davis (2013),2.75
Pee-wee's Big Adventure (1985),2.75
"Skulls, The (2000)",2.75
"Funny Thing Happened on the Way to the Forum, A (1966)",2.75
Year One (2009),2.75
American Pie Presents Beta House (American Pie 6: Beta House) (2007),2.75
Bananas (1971),2.75
National Lampoon's Senior Trip (1995),2.75
"Lost World: Jurassic Park, The (1997)",2.742424242424242
Bring It On (2000),2.735294117647059
"Princess Diaries, The (2001)",2.7333333333333334
Small Soldiers (1998),2.730769230769231
Friends with Benefits (2011),2.727272727272727
Beavis and Butt-Head Do America (1996),2.7222222222222223
EDtv (1999),2.7222222222222223
Idle Hands (1999),2.7222222222222223
House on Haunted Hill (1999),2.7222222222222223
Dante's Peak (1997),2.7222222222222223
"Gift, The (2000)",2.7142857142857144
Tales from the Crypt Presents: Bordello of Blood (1996),2.7142857142857144
Clean Slate (1994),2.7142857142857144
No Strings Attached (2011),2.7142857142857144
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),2.7142857142857144
"Brady Bunch Movie, The (1995)",2.710526315789474
Johnny Mnemonic (1995),2.706896551724138
Spy Hard (1996),2.7058823529411766
Species (1995),2.7045454545454546
Swamp Thing (1982),2.7
"Benchwarmers, The (2006)",2.7
"Blue Lagoon, The (1980)",2.7
Celtic Pride (1996),2.7
AVP: Alien vs. Predator (2004),2.7
Mission: Impossible II (2000),2.6951219512195124
Scream 2 (1997),2.6944444444444446
Drop Zone (1994),2.6923076923076925
"House Bunny, The (2008)",2.6875
RoboCop 3 (1993),2.6875
"Number 23, The (2007)",2.6875
Jurassic Park III (2001),2.6875
"Nightmare on Elm Street, A (1984)",2.6785714285714284
"Lawnmower Man, The (1992)",2.6785714285714284
Quills (2000),2.6666666666666665
Blade: Trinity (2004),2.6666666666666665
Ultraviolet (2006),2.6666666666666665
Trial and Error (1997),2.6666666666666665
Dreamscape (1984),2.6666666666666665
"Cave, The (2005)",2.6666666666666665
"Contender, The (2000)",2.6666666666666665
"Story of Us, The (1999)",2.6666666666666665
Random Hearts (1999),2.6666666666666665
"Apostle, The (1997)",2.6666666666666665
Pink Flamingos (1972),2.6666666666666665
Hot Tub Time Machine 2 (2015),2.6666666666666665
Free Willy 2: The Adventure Home (1995),2.6666666666666665
In the Mouth of Madness (1995),2.6666666666666665
Mr. Woodcock (2007),2.6666666666666665
Independence Day: Resurgence (2016),2.6666666666666665
"Scarlet Letter, The (1995)",2.6666666666666665
Malibu's Most Wanted (2003),2.6666666666666665
Wild (2014),2.6666666666666665
Home Alone 2: Lost in New York (1992),2.6666666666666665
"Nutty Professor, The (1963)",2.6666666666666665
13 Ghosts (1960),2.6666666666666665
"Guy Thing, A (2003)",2.6666666666666665
Friday the 13th (1980),2.6666666666666665
Cube Zero (2004),2.6666666666666665
Fatal Instinct (1993),2.6666666666666665
Singles (1992),2.6666666666666665
"Mothman Prophecies, The (2002)",2.6666666666666665
Morning Glory (2010),2.6666666666666665
Mighty Joe Young (1949),2.6666666666666665
Nothing in Common (1986),2.6666666666666665
Transformers: Dark of the Moon (2011),2.6666666666666665
Paycheck (2003),2.6666666666666665
Monster House (2006),2.6666666666666665
Hope Floats (1998),2.6666666666666665
How to Lose Friends & Alienate People (2008),2.6666666666666665
Tin Men (1987),2.6666666666666665
With Honors (1994),2.6666666666666665
"Midnight Meat Train, The (2008)",2.6666666666666665
Princess Caraboo (1994),2.6666666666666665
"To Do List, The (2013)",2.6666666666666665
Trainwreck (2015),2.6666666666666665
Cop Out (2010),2.6666666666666665
Stay (2005),2.6666666666666665
Canadian Bacon (1995),2.6666666666666665
Harry and the Hendersons (1987),2.6666666666666665
Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),2.6666666666666665
Radio Days (1987),2.6666666666666665
9 1/2 Weeks (Nine 1/2 Weeks) (1986),2.6666666666666665
Youth in Revolt (2009),2.6666666666666665
Immortals (2011),2.6666666666666665
Girl 6 (1996),2.6666666666666665
School Ties (1992),2.6666666666666665
Arthur (1981),2.6666666666666665
Reality Bites (1994),2.65
"Nutty Professor, The (1996)",2.65
Hostel (2005),2.642857142857143
Jumpin' Jack Flash (1986),2.642857142857143
"Peacemaker, The (1997)",2.6363636363636362
Scooby-Doo (2002),2.6363636363636362
Deep Blue Sea (1999),2.6333333333333333
Drop Dead Fred (1991),2.625
Stepmom (1998),2.625
I Spy (2002),2.625
Love and Other Drugs (2010),2.625
Ju-on: The Grudge (2002),2.625
Miss Congeniality 2: Armed and Fabulous (2005),2.625
National Security (2003),2.625
"Amityville Horror, The (1979)",2.625
Cabin Fever (2002),2.625
Paul Blart: Mall Cop (2009),2.625
"Kid in King Arthur's Court, A (1995)",2.625
"Princess Diaries 2: Royal Engagement, The (2004)",2.625
"Hail, Caesar! (2016)",2.625
Prince of Persia: The Sands of Time (2010),2.625
Back to School (1986),2.625
"Sweetest Thing, The (2002)",2.625
"Invention of Lying, The (2009)",2.625
Project X (2012),2.625
"Hot Chick, The (2002)",2.625
Land of the Lost (2009),2.625
Robots (2005),2.611111111111111
"Jewel of the Nile, The (1985)",2.611111111111111
Dr. Dolittle (1998),2.611111111111111
Waiting to Exhale (1995),2.6
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",2.6
"Computer Wore Tennis Shoes, The (1969)",2.6
"Babysitter, The (1995)",2.6
Candyman (1992),2.6
15 Minutes (2001),2.6
Three Men and a Baby (1987),2.6
Speechless (1994),2.6
"Pacifier, The (2005)",2.6
Little Nicky (2000),2.6
Bad Girls (1994),2.6
"Siege, The (1998)",2.6
Scary Movie 2 (2001),2.59375
Desperately Seeking Susan (1985),2.590909090909091
Timecop (1994),2.590909090909091
"Haunted Mansion, The (2003)",2.5833333333333335
Coyote Ugly (2000),2.5833333333333335
"Black Hole, The (1979)",2.5833333333333335
Dr. Dolittle 2 (2001),2.5833333333333335
Down to Earth (2001),2.5833333333333335
Scream 3 (2000),2.576923076923077
Dracula: Dead and Loving It (1995),2.576923076923077
Orange County (2002),2.5714285714285716
Conquest of the Planet of the Apes (1972),2.5714285714285716
Phantasm (1979),2.5714285714285716
Bicentennial Man (1999),2.5625
Beneath the Planet of the Apes (1970),2.5625
Deuce Bigalow: Male Gigolo (1999),2.5555555555555554
Showgirls (1995),2.5555555555555554
Angels in the Outfield (1994),2.5526315789473686
RoboCop 2 (1990),2.55
Aeon Flux (2005),2.5454545454545454
Reign of Fire (2002),2.5454545454545454
Shaft (2000),2.5416666666666665
"Flintstones, The (1994)",2.5384615384615383
"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",2.5384615384615383
My Father the Hero (1994),2.5
Mozart and the Whale (2005),2.5
Thumbsucker (2005),2.5
The Longest Ride (2015),2.5
Marvin's Room (1996),2.5
"Marine, The (2006)",2.5
"Hills Have Eyes II, The (2007)",2.5
St. Vincent (2014),2.5
"Switch, The (2010)",2.5
Blue Car (2002),2.5
"Forgotten, The (2004)",2.5
Hideous Kinky (1998),2.5
RV (2006),2.5
"Crow: City of Angels, The (1996)",2.5
Dampfnudelblues (2013),2.5
City of Ember (2008),2.5
Wild Orchid (1990),2.5
Once Bitten (1985),2.5
The Neon Demon (2016),2.5
Godzilla 2000 (Gojira ni-sen mireniamu) (1999),2.5
All the King's Men (2006),2.5
Murder at 1600 (1997),2.5
Dreamer: Inspired by a True Story (2005),2.5
Extraordinary Tales (2015),2.5
Frankenweenie (2012),2.5
Blind Date (1987),2.5
Paper Clips (2004),2.5
"Million Dollar Hotel, The (2001)",2.5
Pacific Rim: Uprising (2018),2.5
Boundaries (2018),2.5
Blue Streak (1999),2.5
Humpday (2009),2.5
"Substitute, The (1996)",2.5
Halloween III: Season of the Witch (1982),2.5
"Night Listener, The (2006)",2.5
Wrath of the Titans (2012),2.5
Rambo: First Blood Part II (1985),2.5
"Towering Inferno, The (1974)",2.5
Transsiberian (2008),2.5
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),2.5
All the Right Moves (1983),2.5
Open Water 2: Adrift (2006),2.5
House of Wax (2005),2.5
King Solomon's Mines (1985),2.5
The Crew (2016),2.5
"Object of My Affection, The (1998)",2.5
W. (2008),2.5
Bats (1999),2.5
Snakes on a Plane (2006),2.5
The Circle (2016),2.5
Cradle Will Rock (1999),2.5
Transformers: Age of Extinction (2014),2.5
Here Comes the Boom (2012),2.5
Mon oncle d'Amérique (1980),2.5
Life as We Know It (2010),2.5
Attack of the Killer Tomatoes! (1978),2.5
Joe Dirt (2001),2.5
"Haunting in Connecticut, The (2009)",2.5
The Green Prince (2014),2.5
Ripley's Game (2002),2.5
"Replacements, The (2000)",2.5
High Rise (2015),2.5
"Other Sister, The (1999)",2.5
Coal Miner's Daughter (1980),2.5
Hit by Lightning (2014),2.5
Walk of Shame (2014),2.5
Bean (1997),2.5
"Brave One, The (2007)",2.5
What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),2.5
Zathura (2005),2.5
Blue Crush (2002),2.5
Trevor Noah: African American (2013),2.5
"Limits of Control, The (2009)",2.5
Jimmy Carr: Making People Laugh (2010),2.5
Southpaw (2015),2.5
"Sisterhood of the Traveling Pants, The (2005)",2.5
PCU (1994),2.5
Wild Hogs (2007),2.5
Godsend (2004),2.5
Grease 2 (1982),2.5
Meet Wally Sparks (1997),2.5
Operation Dumbo Drop (1995),2.5
Undertaking Betty (Plots with a View) (2002),2.5
Be Cool (2005),2.5
The Dark Valley (2014),2.5
Kissed (1996),2.5
Pokémon: The First Movie (1998),2.5
Get Carter (1971),2.5
Black Widow (1987),2.5
"Grey Zone, The (2001)",2.5
Coneheads (1993),2.5
Sorority Babes in the Slimeball Bowl-O-Rama (1988),2.5
Heavy Metal 2000 (2000),2.5
Not Another Teen Movie (2001),2.5
Buddy (1997),2.5
Who Is Cletis Tout? (2001),2.5
Bonfire of the Vanities (1990),2.5
Scoop (2006),2.5
School for Scoundrels (2006),2.5
If These Walls Could Talk (1996),2.5
Kangaroo Jack (2003),2.5
Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),2.5
To Live and Die in L.A. (1985),2.5
Knights of Badassdom (2013),2.5
Stomp the Yard (2007),2.5
Stargate: Continuum (2008),2.5
Jungle Fever (1991),2.5
Dragon: The Bruce Lee Story (1993),2.5
Dorian Gray (2009),2.5
Purple Rain (1984),2.5
Fear X (2003),2.5
North Country (2005),2.5
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)",2.5
Tadpole (2002),2.5
Red Dawn (2012),2.5
Spawn (1997),2.5
"Thirteenth Floor, The (1999)",2.5
Monster-in-Law (2005),2.5
"Love Song for Bobby Long, A (2004)",2.5
Cherry 2000 (1987),2.5
"Clan of the Cave Bear, The (1986)",2.5
Meet Dave (2008),2.5
Saints and Soldiers (2003),2.5
Beowulf & Grendel (2005),2.5
"Break-Up, The (2006)",2.5
Earthquake (1974),2.5
Darby O'Gill and the Little People (1959),2.5
Madeline (1998),2.5
Mortal Thoughts (1991),2.5
Nacho Libre (2006),2.5
"Innocent Man, An (1989)",2.5
"Door in the Floor, The (2004)",2.5
When in Rome (2010),2.5
Runaway (1984),2.5
Fantastic Four: Rise of the Silver Surfer (2007),2.5
Firewalker (1986),2.5
"People That Time Forgot, The (1977)",2.5
Welcome to the Jungle (2013),2.5
"Getaway, The (1994)",2.5
Requiem for the American Dream (2015),2.5
Greenberg (2010),2.5
Elizabeth: The Golden Age (2007),2.5
Feast (2005),2.5
Catch a Fire (2006),2.5
Sky High (2005),2.5
Crush (2001),2.5
Trick 'r Treat (2007),2.5
Assassin's Creed (2016),2.5
World Trade Center (2006),2.5
San Andreas (2015),2.5
Mommie Dearest (1981),2.5
Jason Bourne (2016),2.5
My Girl 2 (1994),2.5
Poison Ivy II (1996),2.5
Last of the Dogmen (1995),2.5
Rock Star (2001),2.5
The Hitman's Bodyguard (2017),2.5
Bad Lieutenant: Port of Call New Orleans (2009),2.5
"Reaping, The (2007)",2.5
American Psycho II: All American Girl (2002),2.5
Munna bhai M.B.B.S. (2003),2.5
Dumb and Dumber To (2014),2.5
The Shallows (2016),2.5
Kiss the Girls (1997),2.5
Sliver (1993),2.5
"Twilight Saga: New Moon, The (2009)",2.5
Maid in Manhattan (2002),2.5
SherryBaby (2006),2.5
SuperFly (2018),2.5
"Dilemma, The (2011)",2.5
Sex and the City (2008),2.5
Rick and Morty: State of Georgia Vs. Denver Fenton Allen (2016),2.5
Colombiana (2011),2.5
Cake (2014),2.5
Mr. Popper's Penguins (2011),2.5
Steamboat Willie (1928),2.5
Anything Else (2003),2.5
"American Tail: Fievel Goes West, An (1991)",2.5
Duplex (2003),2.5
Wild America (1997),2.5
Sleepaway Camp (1983),2.5
King's Ransom (2005),2.5
King Solomon's Mines (1937),2.5
Death at a Funeral (2007),2.5
Kicking & Screaming (2005),2.5
Little Black Book (2004),2.5
Dragonfly (2002),2.5
"Claim, The (2000)",2.5
Bringing Down the House (2003),2.5
Wuthering Heights (1992),2.5
Outpost (2008),2.5
Macbeth (2015),2.5
Funny Face (1957),2.5
Meatballs III (1987),2.5
To Gillian on Her 37th Birthday (1996),2.5
That Darn Cat! (1965),2.5
Shotgun Stories (2007),2.5
Afro Samurai: Resurrection (2009),2.5
Enough Said (2013),2.5
Craig Ferguson: Tickle Fight (2017),2.5
Troop Beverly Hills (1989),2.5
Secretariat (2010),2.5
"Little Shop of Horrors, The (1960)",2.5
Poseidon (2006),2.5
Quo Vadis (1951),2.5
Annapolis (2006),2.5
Meet the Spartans (2008),2.5
"Last Mimzy, The (2007)",2.5
"Mack, The (1973)",2.5
Krull (1983),2.5
Jakob the Liar (1999),2.5
Ramona and Beezus (2010),2.5
How to Make Love Like an Englishman (2014),2.5
"Gamers, The: Dorkness Rising (2008)",2.5
Detroit Rock City (1999),2.5
Funny Farm (1988),2.5
"Invisible Man Returns, The (1940)",2.5
Sorority Boys (2002),2.5
Deep Red (Profondo rosso) (1975),2.5
Batman: Gotham Knight (2008),2.5
Life with Mikey (1993),2.5
Under Siege 2: Dark Territory (1995),2.5
Murder on the Orient Express (2017),2.5
Pride (2007),2.5
Green Card (1990),2.5
Tremors 3: Back to Perfection (2001),2.5
Above the Law (1988),2.5
Juliet of the Spirits (Giulietta degli spiriti) (1965),2.5
Shake Hands with the Devil (2007),2.5
French Twist (Gazon maudit) (1995),2.5
Pet Sematary II (1992),2.5
"Maiden Heist, The (2009)",2.5
30 Minutes or Less (2011),2.5
Max (2002),2.5
"Rugrats Movie, The (1998)",2.5
Employee of the Month (2004),2.5
Everything Must Go (2010),2.5
To Be or Not to Be (1942),2.5
Shall We Dance? (2004),2.5
Highway 61 (1991),2.5
"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)",2.5
Party Monster (2003),2.5
Drive Me Crazy (1999),2.5
"Adventures of Pluto Nash, The (2002)",2.5
The Putin Interviews (2017),2.5
Titanica (1992),2.5
Out Cold (1989),2.5
"Change-Up, The (2011)",2.5
"Hitcher, The (2007)",2.5
"Return of Jafar, The (1994)",2.5
Last Man Standing (1996),2.5
At First Sight (1999),2.5
Smart People (2008),2.5
Don't Be Afraid of the Dark (2010),2.5
Blank Check (1994),2.5
"Man, The (2005)",2.5
"Oh, God! (1977)",2.5
Life Eternal (2015),2.5
Unfinished Business (2015),2.5
Judd Apatow: The Return (2017),2.5
Christmas with the Kranks (2004),2.5
Quicksilver (1986),2.5
It Runs in the Family (2003),2.5
"I Love You, Beth Cooper (2009)",2.5
Blue Valentine (2010),2.5
Under the Rainbow (1981),2.5
Beyond Rangoon (1995),2.5
Banana Joe (1981),2.5
Like Mike (2002),2.5
"Contempt (Mépris, Le) (1963)",2.5
Almost Heroes (1998),2.5
Brainstorm (2001),2.5
Driven (2001),2.5
Son of Flubber (1963),2.5
"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",2.5
Millennium Actress (Sennen joyû) (2001),2.5
"Bamba, La (1987)",2.5
"Slammin' Salmon, The (2009)",2.5
Ready to Wear (Pret-A-Porter) (1994),2.5
"Nines, The (2007)",2.5
Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),2.5
Animal Factory (2000),2.5
The Walk (2015),2.5
Freddy Got Fingered (2001),2.5
Gossip (2000),2.5
Metallica: Some Kind of Monster (2004),2.5
"X-Files: I Want to Believe, The (2008)",2.5
Ghosts of Mars (2001),2.5
Black Book (Zwartboek) (2006),2.5
"Norm Macdonald: Hitler's Dog, Gossip & Trickery (2017)",2.5
"NeverEnding Story II: The Next Chapter, The (1990)",2.5
Tanguy (2001),2.5
Blueberry (2004),2.5
TMNT (Teenage Mutant Ninja Turtles) (2007),2.5
Lone Survivor (2013),2.5
Mortal Kombat (1995),2.48
Bio-Dome (1996),2.4761904761904763
Twilight (2008),2.466666666666667
Richie Rich (1994),2.4583333333333335
Mighty Morphin Power Rangers: The Movie (1995),2.45
Mission to Mars (2000),2.45
Popeye (1980),2.4444444444444446
Batman v Superman: Dawn of Justice (2016),2.4375
"Stepford Wives, The (2004)",2.4375
2012 (2009),2.433333333333333
"Twilight Saga: Eclipse, The (2010)",2.4285714285714284
"Legally Blonde 2: Red, White & Blonde (2003)",2.4285714285714284
Clash of the Titans (2010),2.4285714285714284
Daredevil (2003),2.4285714285714284
Mimic (1997),2.4285714285714284
Police Academy 3: Back in Training (1986),2.4166666666666665
Bewitched (2005),2.4166666666666665
Something Wicked This Way Comes (1983),2.4166666666666665
"Faculty, The (1998)",2.4166666666666665
Ice Age: Dawn of the Dinosaurs (2009),2.409090909090909
G.I. Joe: The Rise of Cobra (2009),2.4
Buffy the Vampire Slayer (1992),2.4
Just Married (2003),2.4
"Tuxedo, The (2002)",2.4
Snow Dogs (2002),2.4
Teaching Mrs. Tingle (1999),2.4
Buffalo '66 (a.k.a. Buffalo 66) (1998),2.4
"Master of Disguise, The (2002)",2.4
Major League: Back to the Minors (1998),2.4
Daddy Day Care (2003),2.4
Encino Man (1992),2.4
Mr. Wrong (1996),2.4
Final Destination 3 (2006),2.4
"Dukes of Hazzard, The (2005)",2.4
Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),2.4
Striptease (1996),2.3947368421052633
Inspector Gadget (1999),2.392857142857143
Beverly Hills Ninja (1997),2.388888888888889
Maleficent (2014),2.375
"Karate Kid, The (2010)",2.375
Miami Vice (2006),2.375
Mr. Nice Guy (Yat goh ho yan) (1997),2.375
Osmosis Jones (2001),2.375
Lady in the Water (2006),2.375
Get Carter (2000),2.375
Fanboys (2009),2.375
Teenage Mutant Ninja Turtles III (1993),2.375
"Road to Wellville, The (1994)",2.375
"Muppets, The (2011)",2.375
Pokémon 3: The Movie (2001),2.375
Bird on a Wire (1990),2.375
Jeepers Creepers (2001),2.375
Casino Royale (1967),2.375
Air Bud (1997),2.375
Deep Rising (1998),2.375
Garfield: The Movie (2004),2.375
Daddy's Home (2015),2.375
RocketMan (a.k.a. Rocket Man) (1997),2.375
Hulk (2003),2.375
Big Top Pee-Wee (1988),2.375
Kazaam (1996),2.375
Sisters (2015),2.375
Just Like Heaven (2005),2.375
Friday the 13th Part 2 (1981),2.375
Free Willy (1993),2.3684210526315788
All Dogs Go to Heaven (1989),2.357142857142857
"Avengers, The (1998)",2.357142857142857
In & Out (1997),2.357142857142857
Twins (1988),2.357142857142857
"Next Karate Kid, The (1994)",2.35
Hollow Man (2000),2.340909090909091
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),2.3333333333333335
Freaky Friday (1977),2.3333333333333335
Diabolique (1996),2.3333333333333335
"Grudge, The (2004)",2.3333333333333335
Daylight (1996),2.3333333333333335
Lost in Space (1998),2.3333333333333335
Soul Man (1986),2.3333333333333335
Cellular (2004),2.3333333333333335
Leatherheads (2008),2.3333333333333335
Scary Movie 3 (2003),2.3333333333333335
Poison Ivy: New Seduction (1997),2.3333333333333335
Guess Who (2005),2.3333333333333335
My Boss's Daughter (2003),2.3333333333333335
Mighty Joe Young (1998),2.3333333333333335
Fool's Gold (2008),2.3333333333333335
Scary Movie 4 (2006),2.3333333333333335
"Air Up There, The (1994)",2.3333333333333335
Red Planet (2000),2.3333333333333335
Palmetto (1998),2.3333333333333335
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),2.3333333333333335
Swimming with Sharks (1995),2.3333333333333335
"Relic, The (1997)",2.3333333333333335
A Quiet Place (2018),2.3333333333333335
Home Fries (1998),2.3333333333333335
Judgment Night (1993),2.3333333333333335
McHale's Navy (1997),2.3333333333333335
Ready to Rumble (2000),2.3333333333333335
Maze Runner: Scorch Trials (2015),2.3333333333333335
Babylon A.D. (2008),2.3333333333333335
That Awkward Moment (2014),2.3333333333333335
My Fellow Americans (1996),2.3333333333333335
Batman & Robin (1997),2.32
"Brothers Grimm, The (2005)",2.3181818181818183
"Heartbreak Kid, The (2007)",2.3
"Twilight Saga: Breaking Dawn - Part 1, The (2011)",2.3
North (1994),2.3
Dickie Roberts: Former Child Star (2003),2.3
Grandma's Boy (2006),2.3
Toys (1992),2.2777777777777777
"Mummy: Tomb of the Dragon Emperor, The (2008)",2.25
Paranormal Activity (2009),2.25
It Takes Two (1995),2.25
What If (2013),2.25
In the Army Now (1994),2.25
Without a Paddle (2004),2.25
Dreamcatcher (2003),2.25
Cheaper by the Dozen 2 (2005),2.25
Bug (2007),2.25
Police Academy 2: Their First Assignment (1985),2.25
